estimated_owners,rating,game_name,developer,publisher
50000,77.94,Cricket 22,Big Ant Studios,Nacon
50000,77.11,Gestalt: Steam & Cinder,Metamorphosis Games,Fireshine Games
100000,84.57,Nexomon,VEWO Interactive Inc.,VEWO Interactive Inc.
20000,92.80,Jacksmith: Weapons and Warriors,Flipline Studios,Flipline Studios
20000,81.63,Voyagers of Nera,Treehouse Games,Treehouse Games
200000,81.54,NIMRODS,Fiveamp,Fiveamp
100000,43.75,New Gundam Breaker,CRAFTS & MEISTER Co. Ltd.,BANDAI NAMCO Entertainment
20000,91.32,Serious Sam Classic: The Second Encounter,Croteam,Devolver Digital
200000,74.94,The Howler,"Antanas Marcelionis, Renė Petrulienė",Antanas Marcelionis
50000,89.89,q.u.q.,motijan,Nikita Kryukov
50000,88.89,Trainee Death Simulator,Bone Nail,Bone Nail
200000,85.41,Ghost Master®,Sick Puppies,Strategy First
500000,63.42,WWE 2K16,"Visual Concepts, Yuke's Co. Ltd",2K
100000,80.59,IMMORTALITY,"Sam Barlow, Half Mermaid",Half Mermaid
200000,78.44,Revita,BenStar,"Dear Villagers, Doyoyo Games"
20000,89.39,Gachi Heroes,GachiSoft,GachiSoft
50000,89.85,Ys IX: Monstrum Nox,"Nihon Falcom, PH3 GmbH, Engine Software BV",NIS America Inc.
200000,70.92,Sneak Thief,Nicholas Rizzo,Nicholas Rizzo
200000,85.80,Darkest Hour: A Hearts of Iron Game,Martin Ivanov,Paradox Interactive
50000,87.57,Bud Spencer & Terence Hill - Slaps And Beans,Trinity Team,Buddy Productions GmbH
500000,80.93,Teslagrad,Rain Games,Rain Games
20000,85.35,Finding Frankie,SUPERLOU,SUPERLOU
20000,80.41,Lust Academy - Season 1,Bear in the Night,Bear in the Night
100000,85.58,Say No! More,Studio Fizbin,Thunderful Publishing
200000,79.46,Frankenstein: Master of Death,"Jetdogs Studios, Fineway Studios",Jetdogs Studios
50000,90.33,Cabernet,Party for Introverts,Akupara Games
200000,75.16,Iron Marines,Ironhide Game Studio,Ironhide Game Studio
20000,74.63,Little Fighter 2 Remastered,"Little Fighter Co Pty Ltd, Marti Wong",Little Fighter Co Pty Ltd
200000,85.84,挂机神话,摸鱼猫工作室,摸鱼猫工作室
200000,84.08,Eldritch,Minor Key Games,Minor Key Games
20000,87.38,Trans-Siberian Railway Simulator,Pentacle,PlayWay S.A.
200000,85.92,Automobilista,Reiza Studios,Reiza Studios
200000,55.91,Worms Rumble,Team17 Digital,Team17 Digital
100000,85.08,Choice of Life: Middle Ages,Blazing Planet Studio,Blazing Planet Studio
100000,76.97,Stickman Trenches,Big Play Games,Big Play Games
50000,78.28,White Shadows,Monokel,"Thunderful Publishing, Mixtvision"
100000,88.90,Analogue: A Hate Story,Love Conquers All Games,Love Conquers All Games
50000,38.10,Wild West Legacy,Moon Punch Studio,Toplitz Productions
200000,84.27,Retro City Rampage™ DX,Vblank Entertainment Inc.,Vblank Entertainment Inc.
200000,66.91,Lost Eidolons,Ocean Drive Studio Inc.,Ocean Drive Studio Inc.
20000,87.23,Corruption of Champions II,Salamander Studios,Salamander Studios
20000,75.77,College Kings 2 - Episode 1,Undergrad Steve,Undergrad Steve
100000,85.63,"BEARS, VODKA, BALALAIKA! 🐻",Rabotiagi games,Rabotiagi games
50000,85.50,Laundry Store Simulator,Akhir Pekan Studio,PlayWay S.A.
50000,90.43,The Dishwasher: Vampire Smile,Ska Studios,Ska Studios
100000,84.85,Circuits,Digital Tentacle,Digital Tentacle
50000,89.10,Pizza Possum,"Friedemann, Noio Games",Raw Fury
200000,78.68,STASIS,THE BROTHERHOOD,THE BROTHERHOOD
50000,79.31,Death in the Water 2,Lighthouse Games Studio,Lighthouse Games Studio
20000,86.34,KeyWe,Stonewheat & Sons,Fireshine Games
50000,83.09,ЕСТЬ ДВА СТУЛА,Censored,Kavkaz Sila Games
20000,78.02,Overcrowd: A Commute 'Em Up,SquarePlay Games,SquarePlay Games
200000,70.99,Creed: Rise to Glory™,Survios,Survios
50000,89.73,Luna's Fishing Garden,"Coldwild Games, illufinch",Coldwild Games
50000,73.97,Garten of Banban 4,Euphoric Brothers,Euphoric Brothers
100000,85.08,Hadean Tactics,Emberfish Games,Emberfish Games
200000,87.29,City Game Studio: Your Game Dev Adventure Begins,Binogure Studio 🐺,Binogure Studio 🐺
200000,79.61,Valfaris,Steel Mantis,Silver Lining Interactive
100000,87.50,The Artful Escape,Beethoven and Dinosaur,Annapurna Interactive
100000,88.46,Flowers -Le volume sur printemps-,Innocent Grey,JAST
100000,85.97,Urbek City Builder,Fridus,RockGame S.A.
20000,90.78,STEINS;GATE: My Darling's Embrace,MAGES. Inc.,Spike Chunsoft Co. Ltd.
20000,83.35,Demeo,Resolution Games,Resolution Games
200000,67.86,A Game of Thrones: The Board Game - Digital Edition,Dire Wolf,Twin Sails Interactive
100000,69.07,Agarest: Generations of War,Idea Factory,Ghostlight LTD
100000,92.51,Boomerang Fu,Cranky Watermelon,Cranky Watermelon
500000,73.84,The Uncertain: Last Quiet Day,ComonGames,ComonGames
500000,82.84,Syberia II,Microids,Microids
50000,88.48,Screen Cat,Vorh Games,Vorh Games
200000,69.59,Slain: Back from Hell,Steel Mantis,Silver Lining Interactive
20000,88.76,Escape Dungeon 2,Hide Games,Hide Games
100000,87.06,Oblivion Override,Humble Mill,XD
20000,78.42,Welcome to Kowloon,"a1esska, Notex, N4bA, Admia","N4bA, Notex, a1esska, Admia"
50000,86.55,Hmmsim Metro,Jeminie Interactive,Jeminie Interactive
100000,91.63,My Brother Rabbit,Artifex Mundi,Artifex Mundi
50000,89.67,Critters for Sale,Sonoshee,Sonoshee
200000,73.19,The Whispered World Special Edition,Daedalic Entertainment,Daedalic Entertainment
100000,76.24,UNDYING - KINGDOM,Vanimals,"Skystone Games, Vanimals"
100000,86.76,Maniac,Transhuman Design,Skystone Games
50000,61.31,Darksburg,Shiro Games,Shiro Games
20000,87.31,Sunderfolk,Secret Door,Dreamhaven
20000,89.84,ROBOBEAT,Simon Fredholm,Kwalee
50000,73.71,Evil Bank Manager,Hamsters Gaming,Hamsters Gaming
20000,81.49,Decktamer,Horizon Edge,Assemble Entertainment
50000,84.58,CHAOS;HEAD NOAH,MAGES. Inc.,Spike Chunsoft Co. Ltd.
50000,61.26,Salt and Sacrifice,"Devoured Studios, Ska Studios",Ska Studios
20000,90.43,CRUEL,James Dornan,James Dornan
20000,88.67,CUCKOLD SIMULATOR: Life as a Beta Male Cuck,Team SNEED,Team SNEED
50000,84.23,Saleblazers,AIRSTRAFE INTERACTIVE,AIRSTRAFE INTERACTIVE
50000,74.94,Dawn of Defiance,Traega Entertainment,Fireshine Games
200000,72.31,Space Crew: Legendary Edition,Runner Duck,Curve Games
50000,51.87,ONE PUNCH MAN: A HERO NOBODY KNOWS,Spike Chunsoft Co. Ltd.,BANDAI NAMCO Entertainment
200000,72.17,Fallen Enchantress: Legendary Heroes,Stardock Entertainment,Stardock Entertainment
200000,77.05,Budget Cuts,Neat Corporation,"Neat Corporation, Creature Label"
1000000,66.49,Eador. Masters of the Broken World,Snowbird Games,Snowbird Games
100000,81.10,Lemon Cake,Cozy Bee Games,Cozy Bee Games
100000,79.78,Neon Drive,"Fraoula, Spiky Crumb",Fraoula
20000,90.10,Critter Cove,Gentleman Rat Studios,Gentleman Rat Studios
200000,73.34,Decay: The Mare,Shining Gate Software,Daedalic Entertainment
100000,82.78,Ideology in Friction,ONEONE1,Kagura Games
50000,73.68,MEMORIAPOLIS,5PM Studio,5PM Studio
100000,89.12,Cryptmaster,"Paul Hart, Lee Williams, Akupara Games",Akupara Games
200000,89.46,Sam & Max Save the World,Skunkape Games,Skunkape Games
100000,80.36,KeeperRL,Electric Succubi,Electric Succubi
20000,90.67,Super Amazing Wagon Adventure,sparsevector,sparsevector
100000,91.27,Islets,Kyle Thompson,Armor Games Studios
200000,51.09,AXYOS,Axyos Games,Axyos Games
50000,69.75,As Far As The Eye,Unexpected,"Goblinz Publishing, Maple Whispering Limited, Unexpected"
50000,87.40,ICBM,"SoftWarWare, K-Project",Slitherine Ltd.
20000,77.35,SAMURAI SHODOWN,SNK CORPORATION,SNK CORPORATION
50000,75.88,Genesis Noir,Feral Cat Den,Fellow Traveller
20000,88.63,Desktop Defender,Conradical Games,Poysky Productions
50000,82.18,Make America Great Again: The Trump Presidency,Maverick Game Studio,Three Guys Game Studio
50000,89.77,Kiwi Clicker - Juiced Up,Dimitri Kipper,Dimitri Kipper
100000,72.88,MY HERO ONE'S JUSTICE,Byking Inc.,BANDAI NAMCO Entertainment
50000,81.32,Azure Striker Gunvolt,INTI CREATES CO. Ltd.,INTI CREATES CO. Ltd.
100000,85.70,Vivid Knight,"Asobism.Co.,Ltd","Asobism.Co.,Ltd"
100000,83.20,NOT A HERO,Roll7,Devolver Digital
50000,64.70,My Island,SnowBaby Games,SnowBaby Games
2000000,73.39,FragPunk,Bad Guitar Studio,NetEase Games
50000,89.75,Overload,"Revival Productions, LLC","Revival Productions, LLC"
50000,91.22,Jet Island,Master Indie,Master Indie
200000,72.57,BROKE PROTOCOL,BROKE PROTOCOL,BROKE PROTOCOL
200000,84.07,Toki Tori,Two Tribes,Two Tribes Publishing
100000,78.20,SURV1V3,Candymakers,Candymakers
50000,80.63,ZEPHON,Proxy Studios,Proxy Studios
50000,85.18,Goodbye Volcano High,KO_OP,KO_OP
50000,80.72,Psalm 5:9-13,"N4bA, Notex, a1esska","N4bA, Notex, a1esska"
500000,88.44,Company of Heroes: Tales of Valor,Relic Entertainment,SEGA
20000,88.49,Happy's Humble Burger Farm,Scythe Dev Team,tinyBuild
100000,89.24,Corn Kidz 64,BogoSoft,BogoSoft
50000,85.67,Oik,Crew Lab,Crew Lab
100000,79.82,Another World – 20th Anniversary Edition,"Eric Chahi, DotEmu",The Digital Lounge
100000,88.38,"Braid, Anniversary Edition",Thekla Inc.,Thekla Inc.
200000,78.27,Volgarr the Viking,Crazy Viking Studios,Crazy Viking Studios
20000,85.66,The Adventures of Fei Duanmu 端木斐异闻录,致意,致意
20000,88.00,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,Gaijin Games,"Gaijin Games, Choice Provisions"
200000,75.79,Nuclear Dawn,"GameConnect, InterWave Studios",Iceberg Interactive
100000,84.15,Haydee 2,Haydee Interactive,Haydee Interactive
200000,40.56,Down To One,Gadget Games,My Way Games
50000,69.42,KILL la KILL -IF,"Arc System Works, APLUS Co. Ltd.",Arc System Works
500000,89.90,Hue,Fiddlesticks Games,Curve Games
100000,74.91,Tales & Tactics,Table 9 Studio,"Yogscast Games, Gamersky Games"
20000,60.69,Crown and Adventure,C3D Games,Luckycalf
200000,71.60,Of Orcs And Men,"Cyanide Studio, Spiders","Cyanide Studio, Nacon"
50000,83.89,Tunguska: The Visitation - Final Cut,Rotorist Workshop,Rotorist Workshop
200000,52.94,Smartphone Tycoon,Roastery Games,Roastery Games
20000,92.20,The House in Fata Morgana: A Requiem for Innocence,NOVECT,MangaGamer
100000,83.58,SPRAWL,MAETH,Kwalee
20000,78.16,Firefighting Simulator: Ignite,weltenbauer. Software Entwicklung GmbH,astragon Entertainment
20000,89.86,Kindergarten 3,"Con Man Games, Sean Young",SmashGames
50000,85.69,GRANDIA HD Remaster,"GAME ARTS Co. Ltd, Sickhead Games, LLC",GungHo Online Entertainment America Inc.
20000,75.28,Commandos: Origins,Claymore Game Studios,Kalypso Media
100000,76.17,Taboos: Cracks,DSGame,DSGame
20000,65.22,"Warhammer 40,000: Regicide",Hammerfall Publishing,Hammerfall Publishing
20000,66.38,Seafarer: The Ship Sim,astragon Development,astragon Entertainment
20000,89.47,Lucky Tower Ultimate,Studio Seufz,AMC Games
100000,70.79,The Hong Kong Massacre,VRESKI,Untold Tales
50000,65.40,Project Castaway,Mardonpol Inc.,Mardonpol Inc.
20000,81.41,Bloodshed,com8com1 Software,Headup
500000,85.45,Puzzle Agent,Telltale,Telltale
20000,83.07,Academy Love Saga: Tennis Angels EX,Tora Creatives,"Tora Creatives, Lewdonymous, Fantasize Games, Secret Labo"
20000,90.75,DEAD LETTER DEPT.,"Mike Monroe, Belief Engine",Belief Engine
20000,93.48,Sudocats,Devcats,Devcats
200000,67.73,RONIN,Tomasz Wacławek,Devolver Digital
100000,88.97,Mutilate-a-Doll 2,Rava Games,Rava Games
200000,85.85,Intrusion 2,Aleksei Abramenko,Aleksei Abramenko
100000,84.36,Winkeltje: The Little Shop,Sassybot,Sassybot
200000,79.57,Super Seducer : How to Talk to Girls,RLR Training Inc,RLR Training Inc
200000,85.40,Conquest of Elysium 5,Illwinter Game Design,Illwinter Game Design
100000,88.58,Dropsy,"Tendershoot, A Jolly Corpse",Devolver Digital
200000,87.88,Lakeview Cabin Collection,Roope Tamminen,Roope Tamminen
100000,66.35,RIOT: Civil Unrest,"Leonard Menchiari, IV Productions, Ivan Venturi Productions",Silver Lining Interactive
50000,88.42,Nyan Cat: Lost In Space,isTom Games Kft.,isTom Games Kft.
50000,78.58,CLICKOLDING,Strange Scaffold,"Strange Scaffold, Outersloth"
20000,90.62,Gnomes,DYSTOPIAN,"DYSTOPIAN, Gamersky Games"
50000,87.28,Pumping Simulator 2,Lance Games,Lance Games
100000,90.35,Chicken Police - Paint it RED!,The Wild Gentlemen,HandyGames
100000,77.74,Valakas Story,BRUTAL SOFTWARE,BRUTAL SOFTWARE
200000,93.20,Angel at Dusk,Akiragoya,"Henteko Doujin, Sanuk Inc."
50000,79.57,Drug Lord Tycoon,Duhndal,Duhndal
200000,81.47,DeadCore,5 Bits Games,5 Bits Games
100000,85.77,Forgotton Anne,Throughline Games,Throughline Games
100000,43.41,Fragmented,Above and Beyond Technologies,Above and Beyond Technologies
200000,75.42,Erica,Flavourworks,Flavourworks
200000,65.30,Omerta - City of Gangsters,Haemimont Games,Kalypso Media Digital
100000,81.64,Vagrus - The Riven Realms,Lost Pilgrims Studio,Lost Pilgrims Studios
100000,91.02,Battle Chef Brigade Deluxe,Trinket Studios,Trinket Studios
100000,72.77,Aeterna Noctis,Aeternum Game Studios S.L,Aeternum Game Studios S.L
100000,89.99,Stay Out of the House,Puppet Combo,Puppet Combo
50000,89.78,The Adventure of NAYU,ambai,ambai
100000,66.66,符文女孩/Rune Girl,AFOG,DSGame
500000,71.04,Legacy of Kain: Soul Reaver,Crystal Dynamics,Crystal Dynamics
100000000,67.30,Apex Legends™,Respawn,Electronic Arts
100000,88.74,Princess Maker 2 Refine,CFK Co. Ltd.,Bliss Brain
50000,71.80,Sixty Four,Oleg Danilov,Playsaurus
100000,76.65,InfraSpace,Dionic Software,Dionic Software
20000,91.03,Organized Inside,Meox Studio,Meox Studio
20000,83.46,The Walking Trade,Microwave Games,PlayWay S.A.
50000,93.52,Batman: Arkham City,Rocksteady Studios,Warner Bros. Interactive Entertainment
50000,83.32,Border Pioneer,Yahzj Games,"Yogscast Games, Gamersky Games"
20000,63.75,Daemon X Machina: Titanic Scion,Marvelous Inc.,"XSEED Games, Marvelous USA Inc., Marvelous Europe"
50000,74.21,Return from Core,顽核社 Funcore Club,"2P Games, Shochiku"
50000,79.66,Executive Assault 2,Hesketh Studios Ltd,Hesketh Studios Ltd
20000,86.54,City of Broken Dreamers: Book One,PhillyGames,PhillyGames
50000,55.18,Super Meat Boy Forever,Team Meat,Team Meat
200000,90.44,King of the Bridge,Finn Schuuring,Finn Schuuring
100000,69.83,Islands of Insight,Lunarch Studios,Behaviour Interactive Inc.
200000,79.19,Super Seducer 2 - Advanced Seduction Tactics,RLR Training Inc,RLR Training Inc
100000,75.91,Stellar Tactics,Don Wilkins,Maverick Games
200000,83.60,Knock-knock,Ice-Pick Lodge,Ice-Pick Lodge
50000,94.01,The Void Rains Upon Her Heart,Veyeral Games,The Hidden Levels
200000,84.31,Alien Hominid Invasion,The Behemoth,The Behemoth
500000,88.00,Minion Masters,BetaDwarf,BetaDwarf
200000,87.17,The Book of Unwritten Tales,KING Art,THQ Nordic
100000,47.60,Enforcer: Police Crime Action,Odin Game Studio,Excalibur Publishing
100000,47.88,Grand Ages: Medieval,Gaming Minds Studios,Kalypso Media Digital
200000,86.76,Hedon Bloodrite,Zan_HedonDev,Zan_HedonDev
20000,91.10,The Darkside Detective: A Fumble in the Dark,Spooky Doorway,Akupara Games
100000,90.81,坏小孩,WildMonkey,"WildMonkey, Gamirror Games"
20000,83.44,"This Ain’t Even Poker, Ya Joker",Mash,"Oro Interactive, Drillhounds"
200000,74.14,Gomo,Fishcow Studio,Daedalic Entertainment
50000,63.48,Earthfall,Holospark,Holospark
100000,87.39,APICO,"ellraiser, TNgineers",Whitethorn Games
100000,86.40,If Found...,DREAMFEEL,Annapurna Interactive
20000,90.66,恋爱吗？我家猫会后空翻,光循花火工作室,光循花火工作室
200000,76.58,Tom Clancy's Rainbow Six® Vegas,Ubisoft Montreal,Ubisoft
100000,81.11,Heads Will Roll: Reforged,1917 Studios,Valkyrie Initiative
100000,86.86,Solar 2,Murudai,Murudai
50000,89.05,Stardom 3,SOFTSTAR ENTERTAINMENT,SOFTSTAR ENTERTAINMENT
20000,79.05,Whispers from the Star,Anuttacon,Anuttacon
100000,90.89,Impossible Creatures Steam Edition,"Relic Entertainment, THQ Nordic",THQ Nordic
200000,44.22,Colin McRae Rally,Codemasters Digital,Codemasters
20000,90.00,Rock Simulator,vinoo,vinoo
100000,88.95,Showgunners,Artificer,Good Shepherd Entertainment
100000,76.14,Weapon Shop Fantasy,INDIECN,INDIECN
200000,82.84,Marvel's Guardians of the Galaxy: The Telltale Series,Telltale Games,Telltale Games
50000,79.34,KIDS,"Mario von Rickenbach, Michael Frei",Playables
100000,87.71,Thrive,Revolutionary Games Studio,Revolutionary Games Studio
50000,91.94,Higurashi When They Cry Hou - Ch.2 Watanagashi,07th Expansion,MangaGamer
100000,71.15,Richman 4,SOFTSTAR ENTERTAINMENT,SOFTSTAR ENTERTAINMENT
100000,67.71,上帝之城 I：监狱帝国 [City of God I - Prison Empire],Pixel Gangsta Studio,"Pixel Gangsta Studio, Flying Interactive"
50000,90.19,Multi Turret Academy,Yulia Games,"Yulia Games, Flashlight Games"
50000,75.79,Wild Woods,Octofox Games,Daedalic Entertainment
100000,83.91,Unrailed 2: Back on Track,Indoor Astronaut,"Indoor Astronaut, Kepler Ghost"
200000,68.75,Space Hulk,Full Control Studios,Full Control
50000,92.11,Zeepkist,Steelpan Interactive,Steelpan Interactive
100000,61.19,Industries of Titan,Brace Yourself Games,Brace Yourself Games
200000,53.69,WWE 2K18,"Visual Concepts, Yuke's Co. Ltd",2K
20000,85.92,STEINS;GATE ELITE,MAGES. Inc.,Spike Chunsoft Co. Ltd.
20000,84.63,LEGO® Voyagers,Light Brick Studio,Annapurna Interactive
200000,78.66,Star Saviors,Sharpened Edge Studios,Sharpened Edge Studios
20000,84.99,Cat's Kiss,"Narrator, STORIA","Narrator, Mango Party, Lewd Formosa"
200000,87.11,Mecha Knights: Nightmare,Damian Kubiak,Damian Kubiak
20000,86.81,I Can't Believe It's Not Gambling,Mutant Entertainment Studios,Mutant Entertainment Studios
20000,85.96,Homura Hime,Crimson Dusk,PLAYISM
200000,75.84,Spirit Hunters: Infinite Horde,Creature Cauldron,Creature Cauldron
50000,77.12,Ancient Warfare: The Han Dynasty,不秋草游戏工作室(Bamboo Games),方块游戏(CubeGame)
50000,90.04,Ancient Dungeon,Eric Thullen,Eric Thullen
100000,72.41,Above Snakes,Square Glade Games,Crytivo
50000,88.32,PAC-MAN WORLD Re-PAC,NOW PRODUCTION,Bandai Namco Entertainment
200000,85.58,Circle Empires Rivals,Luminous,Iceberg Interactive
50000,91.05,Freedom Planet 2,GalaxyTrail,GalaxyTrail
500000,77.09,Hover,"Midgar Studio, Fusty Game",Nacon
20000,89.37,Hush Hush - Only Your Love Can Save Them,Sad Panda Studios,Sad Panda Studios
20000,89.73,Skin Deep,Blendo Games,Annapurna Interactive
200000,84.00,Nosferatu: The Wrath of Malachi,Idol FX,Funbox Media Ltd
100000,72.59,Book of Travels,Might and Delight,Might and Delight
20000,92.89,Sorry We're Closed,à la mode games,Akupara Games
50000,92.21,异常 | Exception,Kunpo Games,Kunpo Games
50000,64.95,Motorcycle Mechanic Simulator 2021,Play2Chill S.A.,"PlayWay S.A., Play2Chill S.A."
50000,88.42,A Light in the Dark,"CreSpirit, STORIA, Narrator",Sekai Project
100000,60.31,Prospekt,SCT,SCT
100000,73.08,Rebel Cops,Weappy Studio,THQ Nordic
100000,75.49,State of Mind,Daedalic Entertainment,Daedalic Entertainment
200000,55.49,Shoppe Keep 2,Strange Fire,Excalibur Publishing
20000,72.82,Wall World 2,Alawar,Alawar
100000,68.21,METAL SLUG ATTACK RELOADED,SNK CORPORATION,SNK CORPORATION
100000,70.13,Builder Simulator,"Live Motion Games, Frozen Way","Live Motion Games, Frozen Way, Frozen District"
200000,80.79,Nomad Survival,The Fox Knocks,The Fox Knocks
200000,72.20,A New Beginning - Final Cut,Daedalic Entertainment,Daedalic Entertainment
100000,75.96,Voxel Tycoon,Voxel Tycoon,Voxel Tycoon
100000,88.91,D&D Lords of Waterdeep,Playdek Inc.,Playdek Inc.
50000,75.76,Die Young,IndieGala,IndieGala
20000,86.46,Dominions 6 - Rise of the Pantokrator,Illwinter Game Design,Illwinter Game Design
50000,82.89,SpellRogue,Guidelight Games,Ghost Ship Publishing
50000,82.33,Atlantic Fleet,Killerfish Games,Killerfish Games
200000,82.03,Desktop Kanojo,Neko Game,Neko Game
20000,85.15,The Wife Next Door,"雪山雞白郎, SnowGBL","Playmeow, Playmeow News"
100000,84.11,Crashday Redline Edition,Moonbyte,2tainment GmbH
20000,91.77,Angels with Scaly Wings™ / 鱗羽の天使,Radical Phi,Radical Phi
100000,72.61,Shadows: Awakening,Games Farm,Kalypso Media
