estimated_owners,rating,game_name,developer,publisher
100000,91.36,Arco,"Franek, Max Cahill, Bibiki, Fáyer",Panic
1000000,70.15,Cortex Command,Data Realms,"Data Realms, LLC"
100000,83.53,In Other Waters,Jump Over The Age,Fellow Traveller
100000,68.83,JIANGHU CHRONICLES,一品阁,方块游戏(CubeGame)
200000,83.43,The Dark Eye: Chains of Satinav,Daedalic Entertainment,Daedalic Entertainment
100000,80.96,Chef Life: A Restaurant Simulator,Cyanide Studio,Nacon
20000,85.96,Handyman Legend,SupaShinKen Studio,SupaShinKen Studio
200000,64.89,Rebirth:Beware of Mr.Wang,DSGame,DSGame
20000,78.74,SWORD x HIME,"Kazuya, tensun3d",赤いトンボ
100000,63.22,Ship Graveyard Simulator,Games Incubator,"Games Incubator, PlayWay S.A."
200000,80.64,BURIED STARS,LINE Games Corporation,LINE Games Corporation
50000,89.89,Beltmatic,Notional Games,Notional Games
100000,83.63,Dead Pixels,CSR-Studios,CSR-Studios
100000,76.81,Taur,Echo Entertainment,Echo Entertainment
100000,84.28,Psycho Patrol R,Consumer Softproducts,Consumer Softproducts
20000,82.60,ВЗЛОМ ЖОПЫ,"Filasaf Games, V means Valentina Stepanovna","Dr Robot, Kavkaz Sila Games, Vip Tajik"
50000,94.27,Dialtown: Phone Dating Sim,DirectDoggo,DirectDoggo
20000,86.18,Alchemy Factory,D5 Copperhead,Gamirror Games
100000,92.61,Save Room - Organization Puzzle,Fractal Projects,Fractal Projects
200000,84.79,Rune Factory 4 Special,Marvelous Inc.,"XSEED Games, Marvelous USA Inc., Marvelous Europe"
200000,76.73,STRIDE,Joy Way,Joy Way
200000,83.65,Lost: Find,DSGame,DSGame
200000,85.27,Goodbye Deponia,Daedalic Entertainment,Daedalic Entertainment
20000,90.61,Eriksholm: The Stolen Dream,River End Games,Nordcurrent Labs
50000,88.24,Crimson Imprint plus -Nonexistent Christmas-,Hollowings,Hollowings
20000,92.61,No Time,Lost in Days Studio,Lost in Days Studio
100000,87.45,Heave Ho,Le Cartel Studio,Devolver Digital
20000,86.87,Baby Steps,"Gabe Cuzzillo, Maxi Boch, Bennett Foddy",Devolver Digital
2000000,74.87,RaceRoom Racing Experience,KW Studios,"KW Studios, RaceRoom Entertainment AG"
200000,86.36,Shantae: Half-Genie Hero,WayForward,WayForward
100000,81.90,Drill Core,Hungry Couch Games,tinyBuild
50000,80.05,Sapiens,Majic Jungle,Majic Jungle
50000,91.72,fault - milestone two side:above,ALICE IN DISSONANCE,ALICE IN DISSONANCE
500000,62.28,BRINK,Splash Damage,Bethesda Softworks
20000,68.11,Car Dealership Simulator 2,Quadfix Games,Quadfix Games
200000,85.55,Pinstripe,"Atmos Games, LLC",Armor Games Studios
1000000,68.43,Will To Live Online,AlphaSoft LLC,AlphaSoft LLC
1000000,85.84,Sanctum,Coffee Stain Studios,Coffee Stain Publishing
20000,56.85,Dungeon Siege III,Obsidian Entertainment,"SQUARE ENIX, Eidos Interactive"
50000,94.54,Smushi Come Home,SomeHumbleOnion,Mooneye Studios
100000,89.42,STASIS: BONE TOTEM,THE BROTHERHOOD,THE BROTHERHOOD
20000000,64.84,War Thunder,Gaijin Entertainment,Gaijin Network Ltd
200000,75.34,Thea 2: The Shattering,"MuHa Games, Eerie Forest Studio",MuHa Games
500000,90.32,Race The Sun,Flippfly LLC,Flippfly LLC
100000,71.87,Deep Sky Derelicts,Snowhound Games,Fulqrum Publishing
200000,81.40,SpellForce 3 Soul Harvest,Grimlore Games,THQ Nordic
100000,88.61,Super Fancy Pants Adventure,Borne Games,2 Left Thumbs
100000,87.12,The House of Da Vinci 2,Blue Brain Games,Blue Brain Games
20000,93.09,我只是想让她们都幸福,心宿影视,心宿影视
200000,89.09,EMERGENCY 4 Deluxe,Sixteen Tons Entertainment,Sixteen Tons Entertainment
200000,59.37,Hydrophobia: Prophecy,Dark Energy Digital Ltd.,Dark Energy Digital Ltd.
50000,77.12,Amenti,Darkphobia Games,Darkphobia Games
200000,76.55,Out of Space,Behold Studios,Behold Studios
200000,78.36,Phantom Abyss,Team WIBY,Devolver Digital
50000,75.71,Ultimate Admiral: Age of Sail,Game-Labs,Game-Labs
200000,47.57,Richman 11,CMGE,SOFTSTAR ENTERTAINMENT
20000,77.69,Kotama and Academy Citadel,Atomstring Games,2P Games
50000,82.08,咸鱼殿下 / My journey,大聪明工作室,恭迎皇子驾到工作室
20000,87.11,KINGDOM HEARTS III + Re Mind (DLC),Square Enix,Square Enix
100000,91.48,Warsim: The Realm of Aslona,Huw Millward,Huw Millward
100000,86.54,Shadow Corridor,Space Onigiri Game LLC,Space Onigiri Game LLC
200000,83.46,Regions Of Ruin,Gameclaw Studio,Raw Fury
20000,80.69,SUPER ROBOT WARS Y,Bandai Namco Forge Digitals Inc.,Bandai Namco Entertainment Inc.
20000,80.76,PATAPON 1+2 REPLAY,"SAS CO.,LTD.",Bandai Namco Entertainment Inc.
20000,85.93,Silly Polly Beast,Anji,Top Hat Studios Inc.
100000,76.75,Unity of Command II,"2x2 Games, Croteam",2x2 Games
20000,90.50,Banebush,Hinterland Mood,Hinterland Mood
20000,88.94,ScootX,Mash Games,Mash Games
20000,82.54,Golden Light,Mr. Pink,Mr. Pink
50000,73.88,Salt,Lavaboots Studios,Lavaboots Studios
200000,76.30,Aerofly FS 2 Flight Simulator,IPACS,IPACS
20000,83.88,Fury Unleashed,Awesome Games Studio,Awesome Games Studio
200000,34.72,Edge of Space,Handyman Studios,Reverb Triple XP
200000,79.18,Train Station Renovation,Live Motion Games,"Live Motion Games, Frozen Way, PlayWay S.A., Frozen District"
100000,75.16,Achilles: Legends Untold,Dark Point Games,"Dark Point Games, Galaktus"
200000,85.62,Fairy Fencer F,"Idea Factory, Compile Heart",Idea Factory International
20000,72.15,IfSunSets,POLYMORPH,Smilegate
100000,79.63,Paleo Pines,Italic Pig,Maximum Entertainment
200000,56.46,Commandos 2 - HD Remaster,"Yippee! Entertainment, Pyro Studios",Kalypso Media
50000,66.46,Ultimate Fishing® Simulator 2,"Silent Bear Studio, SHINING GAMES",Ultimate Games S.A.
100000,91.44,ZeroRanger,System Erasure,System Erasure
50000,84.09,Fresh Start Cleaning Simulator,Chicken Launcher,Awaken Realms
100000,87.31,Bad Dream: Coma,Desert Fox,Desert Fox
20000,85.29,Last Report,Monopixel Games,Monopixel Games
200000,85.28,TerraScape,Bitfall Studios,"Stray Fawn Publishing, Sidekick Publishing"
500000,67.10,The Incredible Adventures of Van Helsing II,NeocoreGames,NeocoreGames
1000000,87.36,"Warhammer® 40,000: Dawn of War® II Chaos Rising","Relic Entertainment, Feral Interactive (Mac/Linux)","SEGA, Feral Interactive (Mac/Linux)"
200000,91.45,Detective Grimoire,SFB Games,SFB Games
20000,79.02,Hozy,Come On Studio,tinyBuild
200000,78.52,8-Bit Armies,Petroglyph,Petroglyph
200000,71.69,Divinity: Dragon Commander,Larian Studios,Larian Studios
100000,62.06,TerraTech Worlds,Payload Studios,"Mythwright, 4Divinity & Cube Game"
100000,81.39,Wonder Boy: The Dragon's Trap,Lizardcube,Dotemu
500000,84.39,"Warhammer® 40,000: Dawn of War® – Winter Assault",Relic Entertainment,SEGA
200000,79.83,Bus Driver,SCS Software,SCS Software
200000,72.55,American Fugitive,Fallen Tree Games Ltd,Curve Games
100000,75.66,The Escape: Together,Nightstuff Games,Nightstuff Games
50000,75.93,The Last Hero of Nostalgaia,Over The Moon,Coatsink
200000,91.22,The Crown of Leaves,Lingrimm,The Broken Horn
50000,54.77,StarDrive 2,Zero Sum Games,Iceberg Interactive
200000,74.17,The Incredible Adventures of Van Helsing: Final Cut,NeocoreGames,NeocoreGames
200000,72.91,We. The Revolution,Polyslash,Valkyrie Initiative
200000,73.79,Throne of Lies®: Medieval Politics,"PT.farm Inc., Imperium42®, LLC",PT.farm Inc.
200000,86.53,Ghostbusters: The Video Game Remastered,Saber Interactive,"Mad Dog Games, LLC"
2000000,85.56,Stories: The Path of Destinies,Spearhead Games,Spearhead Games
100000,90.09,Go-Go Town!,Prideful Sloth,Prideful Sloth
200000,81.49,Fallen ~Makina and the City of Ruins~,Another Story,Kagura Games
50000,91.86,Squirrel Stapler,David Szymanski,David Szymanski
200000,89.63,Dominions 5 - Warriors of the Faith,Illwinter Game Design,Illwinter Game Design
200000,70.13,WRATH: Aeon of Ruin,"KillPixel Games, Slipgate Ironworks","3D Realms, Fulqrum Publishing"
100000,71.38,Sea Dogs: To Each His Own,BlackMark Studio,BlackMark Studio
20000,81.90,Miss Furry,"빌리 헤링턴, Red Six Development","Red Six Publishing, Rain Fog"
100000,84.96,Myst,Cyan Worlds Inc.,Cyan Worlds Inc.
200000,90.65,Shattered Pixel Dungeon,Shattered Pixel,Shattered Pixel
100000,67.31,Battle of Empires : 1914-1918,Great War Team,Best Way Soft
500000,77.04,Rocketbirds: Hardboiled Chicken,Ratloop Asia,Reverb Publishing
500000,89.01,Overlord™: Raising Hell,Triumph Studios,"Codemasters, Electronic Arts"
5000000,52.10,Z1 Battle Royale: Test Server,Daybreak Game Company,Daybreak Game Company
200000,69.24,Trek to Yomi,"Leonard Menchiari, Flying Wild Hog",Devolver Digital
50000,71.84,Land of the Vikings,Laps Games,Iceberg Interactive
100000,91.39,Poly Bridge 3,Dry Cactus,Dry Cactus
50000,92.94,Sakuya Izayoi Gives You Advice And Dabs,Sigyaad Team,Sigyaad Team
100000,86.84,Ghost 1.0,@unepic_fran,Unepic Games
200000,52.36,FlatOut 4: Total Insanity,Kylotonn,Strategy First
50000,89.82,The Chrono Jotter,Orca Layout,"2P Games, Orca Layout"
100000,92.37,Yasuke Simulator,HistoryAccurateDevelopers,HistoryAccurateDevelopers
20000,88.74,Click and Conquer,SOCKHOUSE STUDIOS,SOCKHOUSE STUDIOS
20000,82.89,Futa Fix Dick Dine and Dash,"Cyberframe Studios, Kupaa Games",Critical Bliss
100000,72.14,Between the Stars,Isolated Games,Isolated Games
100000,85.52,House of the Dying Sun,"Marauder Interactive, LLC","Marauder Interactive, LLC"
100000,91.22,Dungeon Warfare,Valsar,Valsar
100000,85.52,Midnight Fight Express,Jacob Dzwinel,Balor Games
200000,35.68,Urban Empire,Reborn Games,Kalypso Media Digital
50000,89.90,Dollmare,"Alex Grade, gonzeek, Oxeren",Almost Done Games
200000,83.14,Screeps: World,"Screeps, LLC","Screeps, LLC"
200000,53.28,TopSpin 2K25,Hangar 13,2K Games
20000,92.30,PIGFACE,titolovesyou,DreadXP
100000,90.93,Mosa Lina,"Stuffed Wombat, Silkersoft, Lukke, Rollin'Barrel",Stuffed Wombat
100000,77.09,Miasma Chronicles,The Bearded Ladies,505 Games Official
1000000,65.19,XERA: Survival,Spotted Kiwi Interactive,Spotted Kiwi Interactive
200000,64.28,Rise of the Triad,Interceptor Entertainment,Apogee Entertainment
50000,91.38,Choice of Robots,Choice of Games,Choice of Games
200000,75.77,SONG OF HORROR COMPLETE EDITION,Protocol Games,🚀 Raiser Games
100000,74.37,Pathway,Robotality,Chucklefish
100000,73.50,Yomawari: Night Alone,Nippon Ichi Software Inc.,NIS America Inc.
100000,77.58,Cardboard Town,"Stratera Games, cukuto","Rogue Duck Interactive, Gamersky Games"
200000,85.26,Broken Sword 5 - the Serpent's Curse,Revolution Software Ltd,Revolution Software Ltd
100000,71.04,Dead Effect 2,"BadFly Interactive, a.s.",App Holdings
200000,83.29,SteamWorld Quest: Hand of Gilgamech,Image & Form Games,Thunderful Publishing
20000,89.59,The Ranch of Rivershine,Cozy Bee Games,Cozy Bee Games
2000000,77.67,Albion Online,Sandbox Interactive GmbH,Sandbox Interactive GmbH
200000,87.25,Devil May Cry 4,Capcom,Capcom
50000,70.46,Youtubers Life 2,UPLAY Online,UPLAY Online
200000,75.03,Way of the Samurai 4,ACQUIRE Corp.,Spike Chunsoft Co. Ltd.
100000,86.46,Marlow Briggs and the Mask of Death,Zootfly,505 Games
200000,74.34,Double Dragon: Neon,"WayForward, Abstraction Games","Midnight City, Majesco Entertainment"
100000,88.53,Gourdlets,AuntyGames,"Future Friends Games, AuntyGames"
50000,86.38,Garden Paws,Bitten Toast Games Inc.,Bitten Toast Games Inc.
200000,81.08,Heaven's Vault,inkle Ltd,inkle Ltd
200000,60.63,Lucius II,Shiver Games,Shiver Games
100000,82.01,Be My Horde,Polished Games,Polished Games
200000,69.60,Wurm Unlimited,Code Club AB,Plug In Digital
500000,78.11,BLACKTAIL,THE PARASIGHT,Focus Entertainment
100000,90.26,Hero of the Kingdom II,Lonely Troops,Lonely Troops
20000,84.22,Nine-Ball Roulette,WaveBox Labs,WaveBox Labs
100000,87.12,Slackers - Carts of Glory,Falling Saints,Falling Saints
100000,66.79,Towers of Aghasba,Dreamlit inc.,Dreamlit inc.
200000,91.83,Spark the Electric Jester 3,Feperd Games,Feperd Games
50000,87.32,The Nameless: Slay Dragon,The Nameless Epic,WhisperGames
200000,79.37,Waveform,Eden Industries,Eden Industries
50000,74.43,Conarium,Stormling Studios,Iceberg Interactive
200000,81.44,Carcassonne - Tiles & Tactics,Artefacts Studio,Twin Sails Interactive
100000,89.45,Ys: The Oath in Felghana,Nihon Falcom,XSEED Games
100000,74.13,Rune Factory 5,Marvelous Inc.,"XSEED Games, Marvelous USA Inc., Marvelous Europe"
100000,72.18,Dark Devotion,Hibernian Workshop,"The Arcade Crew, Maple Whispering Limited"
50000,87.79,Labyrinth Of The Demon King,J. R. Hudepohl,Top Hat Studios Inc.
100000,88.57,Children of the Sun,René Rother,Devolver Digital
20000,73.23,First Strike,Blindflug Studios AG,Blindflug Studios AG
20000,52.01,Surviving Mars: Relaunched,Haemimont Games,Paradox Interactive
100000,86.23,QUICKERFLAK,Walter Machado,Walter Machado
100000,77.77,Master Detective Archives: RAIN CODE Plus,Spike Chunsoft Co. Ltd.,Spike Chunsoft Co. Ltd.
100000,82.24,Night Raider,TSUKUYOMIC,TSUKUYOMIC
200000,87.49,Detective Girl of the Steam City,Clymenia,Kagura Games
50000,90.84,Zup! 9,Quiet River,Quiet River
100000,80.67,Sword and Fairy 3,SOFTSTAR TECHNOLOGY(SHANGHAI),SOFTSTAR ENTERTAINMENT
50000,89.74,Erenshor,Burgee Media,Burgee Media
100000,54.63,Street Fighter X Tekken,Capcom U.S.A. Inc.,Capcom U.S.A. Inc.
200000,81.37,Barro 2020,SC Jogos,SC Jogos
50000,90.83,Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,KONAMI,KONAMI
100000,60.44,Hammerwatch II,Crackshell,Maximum Entertainment
100000,83.13,UNDER NIGHT IN-BIRTH II Sys:Celes,"FRENCH-BREAD, Arc System Works",Arc System Works
20000,52.90,DON'T SCREAM TOGETHER,Digital Cybercherries,Digital Cybercherries
50000,77.12,Founders' Fortune,Dionic Software,Dionic Software
500000,60.35,Dude Simulator,Kiddy,Kiddy
200000,77.19,Guts and Glory,HakJak,tinyBuild
100000,70.64,Railway Empire 2,Gaming Minds Studios,Kalypso Media
100000,77.82,Hard Reset Redux,Flying Wild Hog,Good Shepherd Entertainment
100000,72.93,Seek Girl Ⅳ,DSGame,DSGame
50000,76.44,Panzer Knights,樂磚Joy Brick,PQube
20000,88.32,Monument Valley 3,ustwo games,ustwo games
100000,80.84,HALF DEAD 2,Room710Games,Room710Games
50000,86.19,Rage Wars,Lemondo Games,Lemondo Games
50000,65.12,Neighbors: Suburban Warfare,Invisible Walls,Invisible Walls
50000,61.76,Ancient Cities,Uncasual Games,Uncasual Games
200000,78.59,Blue Fire,Robi Studios,Graffiti Games
50000,88.80,Hakuoki: Kyoto Winds,"Idea Factory, Design Factory",Idea Factory International
20000,53.67,Samson,Liquid Swords,Liquid Swords
20000,93.47,9-nine-:Episode 2,PALETTE,Sekai Project
20000,91.79,Majotori,Majorariatto,Majorariatto
200000,85.80,The Longest Journey,Funcom,Funcom
100000,91.06,Labyrinth City: Pierre the Maze Detective,Darjeeling,Pixmain
20000,82.41,极速营救,"优映文化, 想象颗粒",想象颗粒
200000,66.55,Dude Simulator 3,Kiddy,Kiddy
100000,90.04,Mosaique Neko Waifus 3,Lil Hentai Games,Lil Hentai Games
20000,83.69,Command & Conquer™ Generals,EA Pacific,Electronic Arts
200000,79.61,Knights of Pen and Paper +1 Edition,Behold Studios,Paradox Interactive
200000,78.90,Forward to the Sky,Animu Game,Animu Game
100000,71.62,Draugen,Red Thread Games,Red Thread Games
20000,82.81,TrackDayR,MadCow S.r.l.,MadCow S.r.l.
200000,87.95,The Bookwalker: Thief of Tales,DO MY BEST,tinyBuild
100000,87.47,ULTIMATE HARDBASS DEFENCE,Magnolia Art,Magnolia Art
100000,64.60,To The Rescue!,"Little Rock Games, indie.io",indie.io
200000,80.66,Deathtrap,NeocoreGames,NeocoreGames
200000,71.70,WRC 8 FIA World Rally Championship,KT Racing,Nacon
50000,93.06,Brutal Orchestra,"Talia bob Mair, Nicolás Delgado",Hellbent Games
1000000,77.52,Enclave,Starbreeze,Topware Interactive
100000,77.58,寄居隅怪奇事件簿 Hermitage Strange Case Files,Arrowiz,Arrowiz
50000,94.18,Monster Prom 4: Monster Con,Beautiful Glitch,Beautiful Glitch
50000,86.90,Goobies,Höganäs Spel,Höganäs Spel
20000,73.54,Sexy Mystic Survivors,Fantasize Games,"Fantasize Games, Lewdonymous"
20000,88.83,Little Nightmares Enhanced Edition,Engine Software BV,Bandai Namco Entertainment
200000,71.46,Blade Assault,TeamSuneat,NEOWIZ
100000,87.24,Super Mega Baseball 3,Metalhead Software Inc.,Electronic Arts
20000,89.34,Kaze and the Wild Masks,PixelHive,SOEDESCO
200000,82.76,BIT.TRIP RUNNER,"Gaijin Games, Choice Provisions","Gaijin Games, Choice Provisions"
200000,84.05,Evoland 2,Shiro Games,Shiro Games
50000,52.14,Warhammer Age of Sigmar: Realms of Ruin,Frontier Developments,Frontier Developments
100000,83.18,Gal*Gun: Double Peace,INTI CREATES CO. Ltd.,PQube
200000,89.32,7 Billion Humans,Tomorrow Corporation,Tomorrow Corporation
50000,84.44,Wolfpack,Usurpator AB,SUBSIM
20000,93.86,Frog Detective 3: Corruption at Cowboy County,"Grace Bruxner, Thomas Bowker","worm club, SUPERHOT PRESENTS"
100000,90.25,The Last Door - Collector's Edition,The Game Kitchen,Phoenix Online Publishing
100000,90.85,Turnip Boy Robs a Bank,Snoozy Kazoo,Graffiti Games
20000,85.14,ROMEO IS A DEAD MAN,GRASSHOPPER MANUFACTURE INC.,GRASSHOPPER MANUFACTURE INC.
50000,84.88,First Cut: Samurai Duel,Night Eyes Interactive,Night Eyes Interactive
50000,76.21,Just Dance 2017,"Ubisoft Paris, Ubisoft Pune",Ubisoft
100000,90.00,Ara Fell: Enhanced Edition,Stegosoft Games,DANGEN Entertainment
100000,82.46,Apex Point,Apex Studio,Apex Studio
2000000,80.28,Arma 2,Bohemia Interactive,Bohemia Interactive
200000,87.92,SLUDGE LIFE,"Terri Vellmann, Doseone",Devolver Digital
20000,69.25,Niffelheim,Ellada Games,Ellada Games
20000,66.66,Neon Abyss 2,Veewo Games,"Veewo Games, Kepler Ghost"
100000,79.62,Frontier Hunter: Erza’s Wheel of Fortune,IceSitruuna,IceSitruuna
50000,86.84,The Pathless,Giant Squid,Annapurna Interactive
20000,69.00,High On Life 2,Squanch Games Inc.,Squanch Games Inc.
200000,62.08,The Swords of Ditto: Mormo's Curse,onebitbeyond,Devolver Digital
50000,69.28,Tower Hunter: Erza's Trial,IceSitruuna,IceSitruuna
20000,81.99,Wrench,Missing Digit,Missing Digit
50000,90.25,Granny: Chapter Two,DVloper,DVloper
100000,79.13,Granny Remake,FerriteLabs,FerriteLabs
200000,88.06,Omno,Studio Inkyfox,"Future Friends Games, StudioInkyfox"
20000,72.12,Three Kingdoms Mushouden,NanBei Studio,Paleo
20000,72.06,Dragonkin: The Banished,Eko Software,Nacon
50000,90.73,9-nine-:Episode 1,PALETTE,Sekai Project
100000,80.16,Rise of Liberty,Sandstorm Studios Inc.,Sandstorm Studios Inc.
5000000,88.53,Kathy Rain,Clifftop Games,Raw Fury
100000,86.31,"10,000,000",EightyEightGames,EightyEightGames
100000,80.78,Silence,Daedalic Entertainment,Daedalic Entertainment
100000,80.23,The Unfinished Swan,Giant Sparrow,Annapurna Interactive
100000,84.02,Warlord: Britannia,Darkmatter Games,Darkmatter Games
100000,80.49,Oddsparks: An Automation Adventure,Massive Miniteam,HandyGames
100000,87.41,Predynastic Egypt,Clarus Victoria,Clarus Victoria
50000,89.43,Season of 12 Colors,橘子班,NVLMaker
100000,80.78,SteamWorld Build,The Station,Thunderful Publishing
50000,79.79,Block Story™,"Big Cube Interactive, LLC","Big Cube Interactive, LLC"
20000,89.78,GigaBash,Passion Republic Games,Passion Republic Games
50000,83.42,Sinister Night 2,Bug Inventors,Bug Inventors
50000,88.88,Dōkyūsei: Bangin' Summer,"Elf, Shiravune",Shiravune
50000,88.98,Shantae and the Pirate's Curse,WayForward,WayForward
50000,86.64,Military Conflict: Vietnam,Dustfade,Dustfade
100000,59.21,九劫曲：诅咒之地 NINE TRIALS,爱玩工作室,爱玩工作室
50000,78.13,Minoria,Bombservice,DANGEN Entertainment
100000,90.10,Swarmlake,Dominique Grieshofer,Dominique Grieshofer
100000,85.54,The Sapling,Wessel Stoop,Wessel Stoop
200000,84.48,Anna's Quest,Daedalic Entertainment,Daedalic Entertainment
200000,64.73,Stygian: Reign of the Old Ones,Cultic Games,Fulqrum Publishing
20000,86.57,KoboldKare,Naelstrof,Naelstrof
200000,90.52,Original War,Altar Games,Bohemia Interactive
100000,88.85,UNSIGHTED,Studio Pixel Punk,Balor Games
100000,74.73,Cuisineer,BattleBrew Productions,"Marvelous Europe, XSEED Games"
100000,72.22,Chess Ultra,Ripstone,Ripstone
50000,86.97,Love Ribbon,Razzart Visual,Razzart Visual
200000,71.93,FORCED: Slightly Better Edition,BetaDwarf,BetaDwarf
50000,89.52,Cat God Ranch,CrazyPotato Studio,CrazyPotato Studio
20000,88.13,Heart of the Machine,Arcen Games,Hooded Horse
200000,69.74,Car Dealership Simulator,Quadfix Games,Quadfix Games
20000,92.98,Ithya: Magic Studies,BlueTurtle,BlueTurtle
100000,83.50,Simmiland,Sokpop Collective,Sokpop Collective
200000,90.68,Infinifactory,Zachtronics,Zachtronics
20000,75.43,ISEKAI FRONTLINE,Studio Ginkgo,Studio Ginkgo
200000,74.12,WRC 4 FIA World Rally Championship,Milestone S.r.l.,Nacon
50000,90.91,UNREAL LIFE,"hako life, hako 生活","room6, yokaze"
100000,77.25,Love wish,Double W,Toffee Cafe
200000,67.50,Tempest: Pirate Action RPG,HeroCraft,HeroCraft PC
200000,58.63,Pandemic Express - Zombie Escape,"TALLBOYS, tinyBuild",tinyBuild
50000,80.09,Hentai Asmodeus,HEGA Studio,"HappyGames, Tora Creatives"
100000,77.92,Grow: Song of the Evertree,Prideful Sloth,505 Games
100000,72.54,DreadOut 2,Digital Happiness,Digital Happiness
100000,73.06,VR Kanojo / VRカノジョ,ILLUSION,ILLUSION
100000,88.90,SEASON: A letter to the future,Scavengers Studio,Scavengers Studio
50000,72.17,War Mongrels,Destructive Creations,"Destructive Creations, DMM Games - Asia"
200000,90.02,Timelie,Urnique Studio,Urnique Studio
100000,66.40,Road 96: Mile 0,Digixart,"Digixart, THQ Nordic"
50000,70.09,Bus World,KishMish Games,KishMish Games
100000,89.62,Aground,"Fancy Fish Games, SnöBox Studio","Fancy Fish Games, Whitethorn Games"
50000,91.25,Small Saga,Darya Noghani,Darya Noghani
20000,85.16,No Straight Roads: Encore Edition,Metronomik,Fireshine Games
100000,67.49,9 Days,MVR,MVR
50000,84.85,The Pale Beyond,Saltstone Studios,Fellow Traveller
50000,84.13,Girl and Goblin,Inverse Game,Inverse Game
20000,93.52,Endless Monday: Dreams and Deadlines,hcnone,hcnone
100000,70.93,Soulstice,Reply Game Studios,Maximum Entertainment
20000,93.52,Squeakross: Home Squeak Home,Alblune,Alblune
1000000,82.87,The LEGO® NINJAGO® Movie Video Game,"Traveller's Tales, TT Games",Warner Bros. Interactive Entertainment
200000,56.17,Dude Simulator 2,Kiddy,Kiddy
100000,82.99,Bad Guys at School,Forceight,Forceight
100000,90.05,Railbound,Afterburn,Afterburn
100000,80.13,LEGO® Bricktales,ClockStone,Thunderful Publishing
200000,85.72,Minit,"JW, Kitty, Jukio, Dom",Devolver Digital
200000,73.64,The Initial,Restory Studio,Restory Studio
100000,89.71,Ogu and the Secret Forest,"Moonlab Studio, Sinkhole Studio",Sinkhole Studio
200000,81.85,Space Run,Passtech Games,Focus Entertainment
100000,54.14,Take On Mars,Bohemia Interactive,Bohemia Interactive
20000,59.81,Yakuza Kiwami 3 & Dark Ties,Ryu Ga Gotoku Studio,SEGA
100000,90.77,PARQUET,YUZUSOFTSOUR,"NekoNyan Ltd., HIKARI FIELD"
50000,72.93,Fight Angel Special Edition,Red Fox,Red Fox
100000,68.15,Somerville,Jumpship,Jumpship
500000,86.94,Uplink,Introversion Software,Introversion Software
20000,88.63,Horripilant,"Alexandre Declos , Pas Game Studio",Black Lantern Collective
200000,69.97,STRAFE: Gold Edition,Pixel Titans,Devolver Digital
100000,87.43,Alex Jones: NWO Wars,NWO Wars Team,NWO Wars Team
50000,87.72,Jupiter Hell,ChaosForge,Hyperstrange
100000,91.33,Super Kiwi 64,Siactro,Siactro
100000,86.81,"Cook, Serve, Delicious! 3?!",Vertigo Gaming Inc.,Vertigo Gaming Inc.
50000,92.91,Travellin Cats in Italy,Travellin Cats,Travellin Cats
200000,69.90,Distrust: Polar Survival,Cheerdealers,Alawar
20000,89.10,MEMOLOGY: GOYDA,"hannibalnotdead, Gamesforfarm",Gamesforfarm
100000,91.13,Lunistice,A Grumpy Fox,Deck13
20000,76.05,Nimbatus - The Space Drone Constructor,Stray Fawn Studio,"Stray Fawn Publishing, WhisperGames"
100000,69.82,Radio Commander: Vietnam '64,Serious Sim,Slitherine Ltd.
100000,86.87,Learn Japanese To Survive! Hiragana Battle,Sleepy Duck,RIVER CROW STUDIO
100000,71.55,Remothered: Tormented Fathers,Stormind Games,Stormind Games
200000,47.74,Zelter,G1 Playground,SuperGG.com
20000,91.53,Kitty Powers' Matchmaker,Magic Notion Ltd,Magic Notion Ltd
20000,84.18,MARVEL Cosmic Invasion,Tribute Games Inc.,"Dotemu, Gamirror Games"
50000,71.04,Blood Code,"ZiX Solutions, Weixi Studio",ZiX Solutions
200000,37.09,Tom Clancy's Splinter Cell Double Agent®,Ubisoft Montreal,Ubisoft
200000,85.93,12 Labours of Hercules II: The Cretan Bull,"Jetdogs Studios, Zoom Out Games",Jetdogs Studios
200000,74.33,Guild of Dungeoneering Ultimate Edition,Gambrinous,Gambrinous
200000,78.02,Castlevania Anniversary Collection,KONAMI,KONAMI
100000,89.87,Klonoa Phantasy Reverie Series,MONKEYCRAFT Co. Ltd.,Bandai Namco Entertainment
1000000,87.93,We Were Here,Total Mayhem Games,Total Mayhem Games
500000,73.68,Greyfox RPG,Lesley Dodd,Senpai Industrial Studios
100000,86.15,Grey Hack,Loading Home,Loading Home
200000,72.29,VAIL,AEXLAB,AEXLAB
100000,77.34,D4: Dark Dreams Don’t Die -Season One-,Access Games,PLAYISM
50000,81.07,Wildmender,Muse Games,Kwalee
100000,70.15,The Shore,Ares Dragonis,Dragonis Games
100000,89.58,KILL KNIGHT,PlaySide,PlaySide
20000,91.46,Doloc Town,RedSaw Games Studio,Logoi Games
50000,89.19,Muv-Luv,aNCHOR Inc.,aNCHOR Inc.
20000,86.24,Vampire Hunters,Gamecraft Studios,Gamecraft Studios
200000,51.12,Ship Simulator Extremes,VStep,Paradox Interactive
100000,77.46,Desynced,Stage Games Inc.,Forklift Interactive
50000,75.98,Maid of Sker,Wales Interactive,Wales Interactive
